index	label	sentence	POS	FGPOS	w_index
320	1	And towering stage cliches is,  ofcourse,  the driven genius whose music can not be stemmed by the forces of reaction.	verb	VBZ	1
321	1	And towering stage cliches is,  ofcourse,  the driven genius whose music can not be stemmed by the forces of reaction.	verb	VBZ	16
322	1	No matter;  only the accents change—  and the pants:  here,  the squares wear slacks,  the good guys blue-jeans.	verb	VBZ	11
323	1	We 're midway Act II and a solitary six-pack has yet to hove into view.	verb	VBZ	8
324	1	But is a plot development—  the plot development—  and,  if it involves turning a couple of Aled types Reed,  why let logic get the way?	verb	VBZ	17
325	1	But is a plot development—  the plot development—  and,  if it involves turning a couple of Aled types Reed,  why let logic get the way?	verb	VBZ	22
326	1	Fight back tears The Inevitable Parting:  ‘ You and me,  boy,  I reckon we 've come the end of our road. ’	verb	VBZ	14
327	1	The justification for is authenticity.	verb	VBZ	1
328	1	Most of us prefer to watch Dallas than our neighbours ' home-movies,  because,  when it comes down to it,  we know that truth is generally alot duller than fiction.	verb	VBZ	26
329	1	Buddy Holly comes somewhere the subjects of and more parasitic biographies.	verb	VBZ	11
330	1	All that counts are the records,  a rhythmically unusual Tex-Mex fusion of rock'n'roll and older western elements,  pioneering what became the standard pop instrumentation of two guitars,  bass and drums.	verb	VBZ	17
331	1	Or:  ‘ Cruising and playing the radio no particular place to go. ’	verb	VBZ	2
332	1	Berry 's songs are plausible emblems of rock'n'roll rebellion or,  any rate,  youthful hedonism.	verb	VBZ	5
333	1	Berry 's songs are plausible emblems of rock'n'roll rebellion or,  any rate,  youthful hedonism.	verb	VBZ	8
334	1	Buddy invites us to regard Holly the same light,  mocking ( a horribly nudging re-creation ) Lubbock old-timers like The Hayriders,  who sing:  ‘ When the sun goes down on Blue Ridge Mountain It 's the time to whistle in your ear. ’	verb	VBZ	15
335	1	The voice of rock'n'roll,  contrast,  is almost unrelievedly soupy.	verb	VBZ	5
336	1	The voice of rock'n'roll,  contrast,  is almost unrelievedly soupy.	verb	VBZ	9
337	1	Or:  ‘ You give me all your lovin' And your turtle-dovin'. ’	verb	VBZ	10
338	1	Or:  ‘ When shot dart shot heart. ’	verb	VBZ	6
339	1	Not only are songs impossible to use dramatically,  they 're also too vague to use as incidental music,  to underline or punctuate aspects of Holly 's life or the 1950s more generally.	verb	VBZ	22
340	1	The finales both Acts are effectively concerts,  the sort of agreeably naff rock'n'roll revival that might justabout pass muster as a Capital Gold one-nighter the Hammersmith Palais.	verb	VBZ	18
341	1	The finales both Acts are effectively concerts,  the sort of agreeably naff rock'n'roll revival that might justabout pass muster as a Capital Gold one-nighter the Hammersmith Palais.	verb	VBZ	19
342	1	To camouflage the failures of the play,  Andy Walmsley has created a set which resembles a pile-up of roadside hoardings:  Oldsmobile,  Van Heusen shirts,  Texaco Premium Type.	verb	VBZ	1
343	1	Like most shows which are manufactured an eye commercial success ( Winnie,  High Society,  to name only Buddy 's predecessors at the Victoria Palace ),  one will probably fail.	verb	VBZ	21
344	1	Was it true,  as the chart performance of ‘ Heartbeat ’ ( his last release ) suggests,  that his three-year career was already the wane?	verb	VBZ	25
345	1	The author 's job is not merely to offer an illustrated Who 's Who entry,  but to turn elements of a man 's life a dramatic entity.	verb	VBZ	10
346	1	,all,  is what Don McLean did so brilliantly ‘ American Pie ’,  a personal reaction to ‘ the day the music died ’.	verb	VBZ	9
347	1	,all,  is what Don McLean did so brilliantly ‘ American Pie ’,  a personal reaction to ‘ the day the music died ’.	verb	VBZ	17
348	1	‘ HER DRESS HANGS HERE':  DE-FROCKING THE KAHLO CULT	verb	VBZ	5
349	1	Almost every year has witnessed the discovery of new artistic terrain—  graffiti art,  Soviet art,  Australian art,  the art of Latin America.	verb	VBZ	10
350	1	The enormous rise the economic value of her work has developed tandem the increased critical and popular response her particular blend of naive style and incisive content.	verb	VBZ	13
351	1	Almost as a logical outcome of media blitz,  it emerged the summer of 1990 that Madonna,  already a devotee of Kahlo 's work,  was commissioning a screenplay based Kahlo 's life. 	verb	VBZ	8
352	1	As most artists who have become mythical personalities the popular imagination,  such attention has focused primarily the anecdotal and tragic details of Kahlo 's admittedly fascinating life.	verb	VBZ	7
353	1	Yet despite the iconic status of Van Gogh 's ‘ tragic ’ life,  it is the appearance of his work by which he is ultimately signified,  his thick impasto brush-stroke,  his vibrant yellows,  the urgency of his creative drive.	verb	VBZ	38
354	1	The feature transposed the ‘ Kahlo style ’ Kahlo lookalikes contemporary clothing balanced segments of Herrera 's biography of the artist.	verb	VBZ	2
355	1	While and subsequently ( Fig. 5 ),  stressed different facets of Kahlo 's public persona,  they all shared the emphasis ‘ her ’,  an encapsulisation of stereotypical images of,  ratherthan her work.	verb	VBZ	9
356	1	While and subsequently ( Fig. 5 ),  stressed different facets of Kahlo 's public persona,  they all shared the emphasis ‘ her ’,  an encapsulisation of stereotypical images of,  ratherthan her work.	verb	VBZ	26
357	1	It is her body the canvas,  her appearance art.	verb	VBZ	6
358	1	It is her body the canvas,  her appearance art.	verb	VBZ	10
359	1	More disturbingly,  ( 1945 ) ( Fig. 7 ),  she throws doubt too straightforward a reading of her self-portraits as revealing of her inner emotions.	verb	VBZ	22
360	1	does the mask fall:  Does not the ritual repetition of familiar features ‘ mask ’ far more than it uncovers?	verb	VBZ	3
361	1	does the mask fall:  Does not the ritual repetition of familiar features ‘ mask ’ far more than it uncovers?	verb	VBZ	15
362	1	There is,  however,  an inevitable logic the appropriation of her meticulously constructed image,  a process which the artist was mocking as early as 1933:  ‘…  some of the gringa women are imitating me and trying to dress ‘ ala Mexicana ’,  but the poor souls only look cabbages and to tell you the naked truth they look absolutely impossible. '	verb	VBZ	8
363	1	There is,  however,  an inevitable logic the appropriation of her meticulously constructed image,  a process which the artist was mocking as early as 1933:  ‘…  some of the gringa women are imitating me and trying to dress ‘ ala Mexicana ’,  but the poor souls only look cabbages and to tell you the naked truth they look absolutely impossible. '	verb	VBZ	49
364	1	The ‘ impossibility ’ stemmed the failure of such followers to recognise the symbolic importance of Kahlo 's choice of clothing,  a failure also intrinsic her recent magazine appearances.	verb	VBZ	2
365	1	It is the mythology surrounding the women wearers of the costume which directed Kahlo 's choice.	verb	VBZ	12
366	1	The ostensibly matriarchal society of Tehuantepec led the adoption of the Tehuana,  in post-revolutionary Mexico,  as the image of the strong Indian woman;  the undefeated counterpart the despised ‘ Chingada ’,  who,  conversely is the female embodiment of Mexico 's hybrid post-conquest culture.	verb	VBZ	42
367	1	a culture sexual metaphors are frequently used to convey racial and political conflict,  the Tehuana represents aspect of Mexico 's indigenous tradition unbowed by centuries of colonial and male rule.	verb	VBZ	23
368	1	a culture sexual metaphors are frequently used to convey racial and political conflict,  the Tehuana represents aspect of Mexico 's indigenous tradition unbowed by centuries of colonial and male rule.	verb	VBZ	25
369	1	Her work almost perfectly illustrates debates asto the nature of traditional exclusions of a woman 's art.	verb	VBZ	4
370	1	their formal language,  Kahlo 's works are exemplary of certain feminist arguments;  the adoption of the decorative,  the intimate and -fine art mediums reveals the restrictive nature of traditional definitions of ‘ high art ’.	verb	VBZ	14
371	1	Although is not itself to be dismissed as a tactic,  it has diminished the complexity of Kahlo 's achievement as a specifically Mexican painter,  operating the particularities of her historical moment.	verb	VBZ	26
372	1	More problematic is the way which such a dislocation has led the acceptance of her ‘ Mexicanness ’ as mere decoration of the essentially feminist themes of her work,  thereby defusing a substantial part of the art described by Breton a ‘ ribbon a bomb ’.	verb	VBZ	22
373	1	More problematic is the way which such a dislocation has led the acceptance of her ‘ Mexicanness ’ as mere decoration of the essentially feminist themes of her work,  thereby defusing a substantial part of the art described by Breton a ‘ ribbon a bomb ’.	verb	VBZ	32
374	1	It is the ribbon that runs the pages of,  the glossy surface of the images direct opposition a work suchas Kahlo 's ( 1939 ) ( Fig. 9 ).	verb	VBZ	3
375	1	Kahlo 's painting,  the figure falls the fantasy world she has inhabited the harsh bloodspattered reality of the street,  literally coming down to earth.	verb	VBZ	13
376	1	Kahlo 's painting,  the figure falls the fantasy world she has inhabited the harsh bloodspattered reality of the street,  literally coming down to earth.	verb	VBZ	17
377	1	Hale 's eyes stare knowingly the viewer,  a human sacrifice an alienated and consumerist culture.	verb	VBZ	4
378	1	Hale 's eyes stare knowingly the viewer,  a human sacrifice an alienated and consumerist culture.	verb	VBZ	13
379	1	The horizontality of her fallen body is juxtaposed the vertical thrust of the apartment building.	verb	VBZ	11
380	1	The unclothed body is not a ‘ self but a socialised body,  a body that is opened by instruments,  technologized,  wounded,  its organs displayed the outside world.	verb	VBZ	10
381	1	The unclothed body is not a ‘ self but a socialised body,  a body that is opened by instruments,  technologized,  wounded,  its organs displayed the outside world.	verb	VBZ	18
382	1	The unclothed body is not a ‘ self but a socialised body,  a body that is opened by instruments,  technologized,  wounded,  its organs displayed the outside world.	verb	VBZ	19
383	1	Kahlo 's naked body becomes not just the tortured self of her personal biography but a visual counterpart the injured and defiled manifestations of Mexico 's colonised past:  La Llorona ‘ the weeping woman ’ of popular myth and La Chingada,  the raped and abused mother described Paz 's.	verb	VBZ	22
384	1	its most simple,  La Chingada,  as the mother of Mestizo culture is ‘ the Mother forcibly opened,  violated or deceived ’.	verb	VBZ	18
385	1	The female soil possessed and misused by the masculine force of the Spanish invaders.	verb	VBZ	8
386	1	The Indian Mexico raped and abused by the conquistador yet bearing his bastard child.	verb	VBZ	3
387	1	The Indian Mexico raped and abused by the conquistador yet bearing his bastard child.	verb	VBZ	5
388	1	one level is a coda ( 1932 ) ( Fig. 11 ) of the previous year.	verb	VBZ	5
389	1	Interwoven images are subtler references the metaphorical borderlines which separate Latin American culture of Europe and North America.	verb	VBZ	0
390	1	Interwoven images are subtler references the metaphorical borderlines which separate Latin American culture of Europe and North America.	verb	VBZ	9
391	1	is done by a series of juxtapositions;  the past the present;  female nature masculine technology;  growth exploitation;  and its very material presence,  the traditions of fine art the popular.	verb	VBZ	16
392	1	The red and green of the Aztec necklace links it compositionally the indigenous plants the ‘ south ’ of the painting,  the pink colonial-style dress tonally blending the skyscrapers the ‘ north ’.	verb	VBZ	27
393	1	The red and green of the Aztec necklace links it compositionally the indigenous plants the ‘ south ’ of the painting,  the pink colonial-style dress tonally blending the skyscrapers the ‘ north ’.	verb	VBZ	28
394	1	Nature has been banished,  technology and its concomitant values reign a harshly masculine world.	verb	VBZ	3
395	1	The empty dress,  a peeling poster of Mae West and the far distance the Statue of Liberty.	verb	VBZ	4
396	1	Although occasionally humorous,  the work presents a bleak view of urban alienation.	verb	VBZ	7
397	1	the forefront of scene flutters the dress,  incongruously vibrant despite its suggestion of loss.	verb	VBZ	6
398	1	Dislocated its political context,  it hangs a the teeming streets of the city;  decorative yet potentially explosive.	verb	VBZ	0
399	1	The physicality so characteristic of Kahlo 's work is missing,  no flesh,  no blood,  just the tawdriness of the peeling poster and the hollow reminder of lost Liberty.	verb	VBZ	23
400	1	The inter-relationship of body and dress so self-consciously referred many of Kahlo 's most polemical works ( Fig. 12 ) has been strangely inverted by her current popularity.	verb	VBZ	16
401	1	The inter-relationship of body and dress so self-consciously referred many of Kahlo 's most polemical works ( Fig. 12 ) has been strangely inverted by her current popularity.	verb	VBZ	25
402	1	Her ‘ Mexicanness ’ has become a stylistic gloss,  decorative,  colourful,  pretty,  even individualistic.	verb	VBZ	8
403	1	Her ‘ Mexicanness ’ has become a stylistic gloss,  decorative,  colourful,  pretty,  even individualistic.	verb	VBZ	13
404	1	What is obscured by process is that it was clothing,  both art and life,  that Kahlo attempted to redress the wrongs of history. 	verb	VBZ	2
405	1	What is obscured by process is that it was clothing,  both art and life,  that Kahlo attempted to redress the wrongs of history. 	verb	VBZ	21
406	1	Jackboots the serge Television.	verb	VBZ	0
407	1	Jackboots the serge Television.	verb	VBZ	3
408	1	But it was Gerry Conlon 's account of being interrogated the Guildford bombings that made the scalp crawl.	verb	VBZ	18
409	1	You might have assumed was the police bluffing and bullying.	verb	VBZ	8
410	1	There were daunting moments last night 's First Tuesday ( Yorkshire ),  but few of them matched hint of a jackboot the blue serge.	verb	VBZ	26
411	1	You have to hope that its blankness will slowly dissolve and let life.	verb	VBZ	9
412	1	But again it was Conlon,  the slightly wild-eyed Irish poet of the quartet,  articulate,  flamboyant—  remember extraordinary exit through the front door of the Old Bailey—  who cut deep the collective conscience.	verb	VBZ	33
413	1	In Southend,  where 3,000 of the 50,000 adult males are reckoned to be Masons,  it went the case of what you might call Preferential Allocation of Council Property,  and the battle of one councillor,  Christopher Hudson,  to break the grip of the men the Square:  ‘ We ca n't a secret society operating the framework of a democracy, ’ he said.	verb	VBZ	31
414	1	The US sets its compass two trading oceans Notebook.	verb	VBZ	4
415	1	The first,  albeit tenative,  steps forming a new Pacific-based economic union display an astute awareness of the way events are moving within Europe:  movements which Number 10 has yet to come grips.	verb	VBZ	14
416	1	But the Metternich-like skills of the US Secretary of State,  Mr James Baker,  are ensuring that America maintains a strong stake each forum.	verb	VBZ	23
417	1	It has turned in Canberra Japan to develop Asia Pacific Economic Co-operation ( APEC ) and a new 12-nation organisation which will mimic the role of the Organisation for Economic Co-operation and Development in Europe.	verb	VBZ	24
418	1	If the more economically puny ASEAN countries ( Indonesia,  Malaysia,  Singapore,  Brunei,  Thailand and the Philippines ) were to bury their reservations,  then the high growth other partners,  including such tigers as Thailand and South Korea the more mature economies of Japan and Australia,  could mean a dynamic coalition.	verb	VBZ	49
419	1	THE QUESTION of just who would even want to be a partner the US was underlined last night as the American Administration headed for default for the first time its history.	verb	VBZ	16
420	1	What should have been a routine exercise extending the Government 's borrowing power $3.1 thousand billion became bogged wrangling legislative initiatives lawmakers wanted to attach the bill.	verb	VBZ	19
421	1	market sensitive dispute has taken place as President Bush and Congress continued to spar a primary cause for government borrowing—  the budget deficit.	verb	VBZ	14
422	1	America may have changed Presidents a year ago,  but the fiscal thicket remains as inpenetrable as ever.	verb	VBZ	11
423	1	America may have changed Presidents a year ago,  but the fiscal thicket remains as inpenetrable as ever.	verb	VBZ	14
424	1	NOLONGER can the Government disguise the crisis surrounding electricity privatisation.	verb	VBZ	4
425	1	But it has now become clear that further drastic amendments are needed flotation plans.	verb	VBZ	13
426	1	For the nuclear element electricity privatisation is the coping stone which the flotation plans are based.	verb	VBZ	10
427	1	For the nuclear element electricity privatisation is the coping stone which the flotation plans are based.	verb	VBZ	14
428	1	the very least,  the CEGB should be divided a wider range of generating companies to stimulate competition.	verb	VBZ	17
429	1	was a system hopelessly strain.	verb	VBZ	6
430	1	strain for a start because it was technically ill-equipped to avert disaster or to cope the consequences when disaster struck;  strain commercial pressures which,  as the inquiry puts it,  ‘ compromised ’ safety;  strain all because the people on the spot could n't or would n't cope,  were weary gruesome working hours ( the senior signal technician who heads the list of the culpable had only one day the past 13 weeks ),  lacked adequate training,  or simply could n't be bothered.	verb	VBZ	9
431	1	a desperately competitive climate,  anyone bright and competent could go the road and pick a better paid job kinder hours and more congenial working conditions like British Telecom,  the railways ran a service dependent people who belonged a narrow and inbred working culture,  outdated procedures of training and promotion,  and an institutional reliance overtime working,  whose wholly disgraceful dimensions are symbolised by the fact that maximum weekly hours were only recently cut 72 hours a week.	verb	VBZ	49
432	1	a desperately competitive climate,  anyone bright and competent could go the road and pick a better paid job kinder hours and more congenial working conditions like British Telecom,  the railways ran a service dependent people who belonged a narrow and inbred working culture,  outdated procedures of training and promotion,  and an institutional reliance overtime working,  whose wholly disgraceful dimensions are symbolised by the fact that maximum weekly hours were only recently cut 72 hours a week.	verb	VBZ	69
433	1	a desperately competitive climate,  anyone bright and competent could go the road and pick a better paid job kinder hours and more congenial working conditions like British Telecom,  the railways ran a service dependent people who belonged a narrow and inbred working culture,  outdated procedures of training and promotion,  and an institutional reliance overtime working,  whose wholly disgraceful dimensions are symbolised by the fact that maximum weekly hours were only recently cut 72 hours a week.	verb	VBZ	71
434	1	Government fixes the format which BR has to work;  and if,  as the Hidden report attests,  many of its problems today reflect lack of past planning,  lack of farsighted investment,  living hand mouth,  then is not just BR 's.	verb	VBZ	29
435	1	It is sad,  and somewhat ominous,  that so little of should have been reflected the sombre statement which Mr Parkinson made in the House yesterday..	verb	VBZ	17
436	1	Outside the capital,  accident and emergency services were being provided in most areas,  but the ban emergency work was tightened.	verb	VBZ	20
437	1	There are three key causes of the shambles:  Mr Kenneth Clarke;  the failure to separate emergency non-emergency work;  and the Whitley Council negotiating machinery.	verb	VBZ	24
438	1	But ‘ posturing and pretending ’ went far the unions.	verb	VBZ	2
439	1	But ‘ posturing and pretending ’ went far the unions.	verb	VBZ	4
440	1	Mr Clarke has been indulging just himself,  putting the luckless Duncan Nichol,  chief executive of the health service,  to take the initial flak the pretence that the dispute is not his direct responsibility.	verb	VBZ	25
441	1	The ramshackle Whitley Council negotiating machinery is the other reason why the ambulance workers have lost out.	verb	VBZ	1
442	1	year,  the three independent review bodies which make recommendations for nurses,  doctors and the professions allied medicine have given much higher awards than the Whitley Councils.	verb	VBZ	7
443	1	year,  the three independent review bodies which make recommendations for nurses,  doctors and the professions allied medicine have given much higher awards than the Whitley Councils.	verb	VBZ	17
444	1	As Lord McCarthy noted some 13 years ago,  the management side of the councils comprise ‘ employers who do not pay and paymasters who do not employ. ’	verb	VBZ	3
445	1	A much more flexible system which would allow local managers to negotiate local rates—  a national pay spine—  is needed.	verb	VBZ	3
446	1	A crisis;  an agenda for reform and honesty.	verb	VBZ	1
447	1	There was already a rather perfunctory air the Queen 's visit three years ago,  asif it were just a required coda her tour of China.	verb	VBZ	21
448	1	When the Prince and Princess of Wales quite rightly scrapped their tour of the mainland,  they the opportunity to make a contrasting point in Hong Kong.	verb	VBZ	22
449	1	It did not help atall that arrival yesterday the royal couple instantly touched base in comforting symbol of past British power,  the Hong Kong and Shanghai Bank.	verb	VBZ	18
450	1	a tone of meek appeasement,  the letter draws attention the arrest by Hong Kong police of anti-China demonstrators outside the agency 's National Day reception.	verb	VBZ	4
451	1	Meanwhile the flood of letters of a very different sort anxious Hong Kong citizens and every other newspaper office continues.	verb	VBZ	2
452	1	Although is the position law,  the court emphasised that as a matter of sense a tenant should first complain the landlord exercising the right to prosecute.	verb	VBZ	25
453	1	Mr Justice Hutchison said the 1936 Act primarily envisages a system the local authority a power and a duty to try to secure that premises are not a state which constitutes a statutory nuisance.	verb	VBZ	8
454	1	If the person default fails to comply an abatement notice the local authority is obliged to make a complaint the magistrates.	verb	VBZ	16
455	1	The council argued that a landlord,  particularly one suchas a local authority,  can not realistically be expected to a system of inspection of all its premises and practice is entitled to depend notification by its tenants.	verb	VBZ	31
456	1	Ulster,  the provincial champions,  may well >fancy their >chances November 21,  but Leinster look certain to face an uphill struggle eventhough the tourists have rested 13 of the team that beat Wales.	verb	VBZ	19
457	1	Leinster will be hard pushed to keep the score the respectable margins defeat set by their predecessors.	verb	VBZ	12
458	1	1964 the All Blacks defeated Leinster 11-5,  they won 17-8 1972 and scraped home 8-3 1974.	verb	VBZ	14
459	1	Leinster have been undermined by their failure to secure prestige fixtures since the mid-Seventies.	verb	VBZ	10
460	1	The tourists will field four backs aged 21 or.	verb	VBZ	1
461	1	Fortunately,  Leinster 's front five,  which includes the experienced tight-head prop Des Fitzgerald,  looks the task scrummaging the All Blacks.	verb	VBZ	10
462	1	All Blacks:  M Ridge;  J Timu,  B McCahill,  W Little,  V Tuigamala;  F Botica,  B Deans;  G Purvis,  W Gatland,  S McDowell,  I Jones,  G Whetton ( capt ),  A Whetton,  K Schuler,  Z Brooke.	verb	VBZ	27
463	1	I WRITE inresponseto Judith Raymont ( November 16 ) who wrote of the cartoon Men—  A User 's Guide,  ‘ It is either insulting men and should not be endorsed by publication,  or it is witty and amusing,  which case we,  as women,  no right to complain equivalent portrayals of female stereotypes. ’	verb	VBZ	30
464	1	an ideal world,  there would be no need for either,  butfor now I would rather see the frustration expressed light-hearted >terms than the sort of hating bitterness that has given feminism such a bad name.	verb	VBZ	22
465	1	an ideal world,  there would be no need for either,  butfor now I would rather see the frustration expressed light-hearted >terms than the sort of hating bitterness that has given feminism such a bad name.	verb	VBZ	30
466	1	OLDHAM Athletic,  who had never beaten a First Division side since they dropped the Second Division 1923,  made up for 66 years of not altogether patient waiting a pulsating victory the League champions Arsenal at Boundary Park last night.	verb	VBZ	31
467	1	No supporter of the Latics dared dream it,  but suddenly the improbable was a throbbing,  joyous reality.	verb	VBZ	14
468	1	Two goals from the irrepressible Andy Ritchie,  his 13th and 14th season,  and a third by the 20-year-old midfield player Nick Henry,  and Arsenal were sunk only the trace of a last-minute goal by Quinn.	verb	VBZ	26
469	1	Two goals from the irrepressible Andy Ritchie,  his 13th and 14th season,  and a third by the 20-year-old midfield player Nick Henry,  and Arsenal were sunk only the trace of a last-minute goal by Quinn.	verb	VBZ	30
470	1	Despite many and varied flurries of activity the first 40 minutes,  Arsenal seemed reasonably secure if not inspired.	verb	VBZ	4
471	1	They held their line and competed hard in midfield,  damping Oldham 's initial verve and preparing themselves for more of the same the second half.	verb	VBZ	9
472	1	The predatory Ritchie chested the ball down and hammered a volley past Lukic.	verb	VBZ	1
473	1	A neat step-over by Rocastle sent Thomas hurtling in on goal but Rhodes moved sharply off his line to smother the shot.	verb	VBZ	19
474	1	Holden 's 64th-minute free-kick clattered the wall and the ball fell to Henry,  who drilled a low shot from morethan 30 yards Lukic 's right-hand post.	verb	VBZ	4
475	1	Holden 's 64th-minute free-kick clattered the wall and the ball fell to Henry,  who drilled a low shot from morethan 30 yards Lukic 's right-hand post.	verb	VBZ	14
476	1	Arsenal were stitched and stuffed,  no question of a fluke.	verb	VBZ	2
477	1	Arsenal were stitched and stuffed,  no question of a fluke.	verb	VBZ	4
478	1	Not for the first time season their defence had been found wanting and Oldham exploited the weaknesses the full,  owing a special debt the inspiration and tireless running of Henry and Milligan.	verb	VBZ	8
479	1	Not for the first time season their defence had been found wanting and Oldham exploited the weaknesses the full,  owing a special debt the inspiration and tireless running of Henry and Milligan.	verb	VBZ	15
480	1	He took it the chin.	verb	VBZ	5
481	1	We rattled them the first minute and did n't give them any breathing space.	verb	VBZ	1
482	1	Prototyping is crucial systems development,  argues Ian Richards Tailored to fit.	verb	VBZ	9
483	1	He finds out what the needs of the business are,  and prescribes the cure.	verb	VBZ	11
484	1	‘ Oh,  will be of great help ordering raw materials,  but sometimes we get part deliveries,  could we an extra facility to deal?	verb	VBZ	23
485	1	The analyst is then forced the defensive,  explaining why new features can not be included because they are technically difficult or prohibitively expensive.	verb	VBZ	22
486	1	If you should stroll into a pub and meet an analyst and a user talking work,  and you can not tell one the other,  they have probably developed a successful system together.	verb	VBZ	31
487	1	Container group Tiphook yesterday said it was still confident of winning its joint £643million bid for Sea Containers eventhough the battle has swung James Sherwood 's ferries-to-trailers combine.	verb	VBZ	22
488	1	The offer the Anglo-Swedish consortium formed by Tiphook and Stena AB is the subject of an appeal the Bermudan courts which is aimed overturning an earlier ruling allowing SeaCo to proceed its ‘ poison pill ’ defence.	verb	VBZ	40
489	1	Alternatively,  it may be able to muster enough support SeaCo shareholders to halt the current disposal of assets by Mr Sherwood for its bid Stena to be fully considered.	verb	VBZ	6
490	1	Avon treads warily.	verb	VBZ	1
491	1	Avon treads warily.	verb	VBZ	2
492	1	December,  1943,  the men working feverishly to create the first American atomic bomb sent a team of ‘ spooks ’ to Naples.	verb	VBZ	6
493	1	Amaldi dodged the American invitation,  perhaps because ( Rome liberated ) Fermi 's mantle physics had fallen his young shoulders and there were younger minds to teach.	verb	VBZ	14
494	1	He wore mantle well Rome University his retirement 1978.	verb	VBZ	3
495	1	He then ordered a car to call him the morning a similar occasion and was felled by a stroke while waiting the lift.	verb	VBZ	18
496	1	Amaldi astounded his group October 1934 his discovery that by slowing down,  ratherthan accelerating,  neutrons,  he could provoke intense nuclear reactions.	verb	VBZ	1
497	1	It has employed a dual strategy to achieve two objectives.	verb	VBZ	2
498	1	First,  a comprehensive civil disobedience campaign was begun by which people severed,  or minimised,  all the contact points by which they were bound the Israeli occupation authority.	verb	VBZ	5
499	1	First,  a comprehensive civil disobedience campaign was begun by which people severed,  or minimised,  all the contact points by which they were bound the Israeli occupation authority.	verb	VBZ	11
500	1	First,  a comprehensive civil disobedience campaign was begun by which people severed,  or minimised,  all the contact points by which they were bound the Israeli occupation authority.	verb	VBZ	22
501	1	Some headway was made expanding self-sufficiency,  whether utilising more land agriculture,  developing home economies,  or encouraging local manufacturers and products.	verb	VBZ	1
502	1	Villages and refugee camps were thus being developed ‘ liberated ’ or ‘ independent ’ areas,  if not militarily,  then atleast psychologically,  politically and infrastructurally.	verb	VBZ	10
503	1	Bloody clashes would occur whenever armoured units raided villages,  storming through makeshift defensive road blocks and responding rocks being thrown with live bullets and tear gas;  but no sooner would army units be gone than authority would revert the village residents.	verb	VBZ	1
504	1	The structure the developing national authority has been both diffuse enough to prevent being destroyed by any one single sweep arrests ( there have been morethan 50,000 arrests since the Intifada 's outbreak ),  and coherent enough to allow the existence a unified resistance strategy.	verb	VBZ	1
505	1	The structure the developing national authority has been both diffuse enough to prevent being destroyed by any one single sweep arrests ( there have been morethan 50,000 arrests since the Intifada 's outbreak ),  and coherent enough to allow the existence a unified resistance strategy.	verb	VBZ	17
506	1	A high level mobility the structure allows continuous interchange roles and ideas,  and retains the Unified National Command the closeness grass roots that is required to make truly reflect people 's wishes and sentiments.	verb	VBZ	4
507	1	A high level mobility the structure allows continuous interchange roles and ideas,  and retains the Unified National Command the closeness grass roots that is required to make truly reflect people 's wishes and sentiments.	verb	VBZ	24
508	1	A high level mobility the structure allows continuous interchange roles and ideas,  and retains the Unified National Command the closeness grass roots that is required to make truly reflect people 's wishes and sentiments.	verb	VBZ	26
509	1	expanded network popular committees and institutions making the Unified leadership is infused by tens of thousands of activists who belong,  or identify,  the different factions the PLO.	verb	VBZ	14
510	1	Thrusts resistance ( mass demonstrations,  resignations,  tax rebellions,  etc ) would come crests.	verb	VBZ	0
511	1	Thrusts resistance ( mass demonstrations,  resignations,  tax rebellions,  etc ) would come crests.	verb	VBZ	2
512	1	Thrusts resistance ( mass demonstrations,  resignations,  tax rebellions,  etc ) would come crests.	verb	VBZ	14
513	1	But the relation is complex,  not directional.	verb	VBZ	6
514	1	Harsh measures—  putting an entire community an absolute curfew a continuous lengthy period time,  demolishing homes,  uprooting olive or citrus trees,  physical intimidation and terror tactics employed by raiding army units,  shooting,  killing,  cutting water or electricity supplies and telephone links villages or towns,  mass arrests,  intimidatory interrogation techniques—  can either create a temporary lull or activate an eruption.	verb	VBZ	63
515	1	It is it is walking a minefield.	verb	VBZ	8
516	1	The wave like pattern the Intifada,  its pains and sufferings,  are all reminiscent the process birth.	verb	VBZ	10
517	1	The wave like pattern the Intifada,  its pains and sufferings,  are all reminiscent the process birth.	verb	VBZ	13
518	1	The wave like pattern the Intifada,  its pains and sufferings,  are all reminiscent the process birth.	verb	VBZ	16
519	1	The Intifada is the midwife freedom.	verb	VBZ	4
520	1	it,  Palestinians are struggling a daily basis to shake Israel 's authority and to construct their own.	verb	VBZ	17
521	1	The struggle reflects a revolution mass consciousness,  by which people have come to realise that ideas and aspirations must be embodied manifest acts if reality is to be changed.	verb	VBZ	7
522	1	The masses are being engaged the craft masonry.	verb	VBZ	7
523	1	The Declaration of Independence issued by the Palestine National Council ( PNC ) November 15 last year constitutes a major landmark road.	verb	VBZ	21
524	1	has been a constant theme Intifada policy:  that we wish to build ( Palestine ),  not to destroy ( Israel );  that we wish to achieve freedom ( our people ),  not to deprive others ( Israelis );  that we wish to protect and save lives ( ours ),  not to endanger the lives others ( Israelis ).	verb	VBZ	19
525	1	We wish to be unharmed,  our own state.	verb	VBZ	4
526	1	If the PNC Declaration of Independence constituted a major landmark process,  the time has come to embark another major step,  declaring the setting a state or government structure.	verb	VBZ	18
527	1	Second,  it would consolidate the image and essence the Intifada as a constructive,  not a destructive,  force.	verb	VBZ	3
